plate_number,mark,manufactured
Улсын дугаар: 0734 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 3427 УНГ,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 6821 УНН,Загвар: NISSAN Sunny,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 5234 УНГ,Загвар: TOYOTA Corolla,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 1805 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 2509 УНА,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2013
Улсын дугаар: 1165 УНА,Загвар: TOYOTA PREMIO,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 8817 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 2755 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 9370 УНО,Загвар: TOYOTA Land Cruiser Prado,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 7389 УНН,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1993
Улсын дугаар: 4532 УНО,Загвар: TOYOTA Ist,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 7670 УНН,Загвар: NISSAN NOTE,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 1595 УНО,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 1704 УНО,Загвар: HYUNDAI Sonata6,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 6804 УНН,Загвар: HINO DUTRO,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 5184 УНН,Загвар: TOYOTA PREMIO,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 5367 УНГ,Загвар: HYUNDAI Sonata5,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 5496 УНГ,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 2998 УНН,Загвар: TOYOTA Mark II Grande,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 9007 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 5046 УНН,Загвар: TOYOTA Duet,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 7703 УНГ,Загвар: SSANGYONG Istana,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 3226 УНА,Загвар: KIA Bongo,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 1957 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 0335 УНН,Загвар: HYUNDAI Sonata6,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 2183 УНН,Загвар: TOYOTA NOAH,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 2171 УНА,Загвар: TOYOTA Corsa,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 6835 УНН,Загвар: DAEWOO Matiz,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 6398 УНО,Загвар: TOYOTA Windom,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 2026 УНГ,Загвар: DAF FT105-510,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 4542 УНГ,Загвар: DAIHATSU TERIOS,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 8959 УНА,Загвар: TOYOTA Sprinter,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 1319 УНА,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 6578 УНН,Загвар: TOYOTA Platz,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 1482 УНН,Загвар: TOYOTA Vitz,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 3749 УНН,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 3865 УНН,Загвар: HYUNDAI TRUCK,Үйлдвэрлэсэн он: 1993
Улсын дугаар: 8163 УНГ,Загвар: LEXUS LX470,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 5523 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 2570 УНН,Загвар: MITSUBISHI CANTER,Үйлдвэрлэсэн он: 1996
Улсын дугаар: 4671 УНГ,Загвар: NISSAN Sunny,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 0902 УНА,Загвар: NISSAN Tiida,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 7677 УНГ,Загвар: MERCEDES BENZ G500,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 4530 УНО,Загвар: TOYOTA ToyoAce,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 1356 УНН,Загвар: MITSUBISHI CANTER,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 5204 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 1204 УНН,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 9120 УНА,Загвар: TOYOTA ESTIMA,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 0439 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 1660 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 9943 УНА,Загвар: HYUNDAI Starex,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 6292 УНН,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 5256 УНН,Загвар: TOYOTA Carina,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 2287 УНГ,Загвар: LEXUS HS250,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 2224 УНО,Загвар: HONDA Civic,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 5066 УНО,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 3081 УНГ,Загвар: ZIL 130,Үйлдвэрлэсэн он: 1982
Улсын дугаар: 7665 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 1234 УНН,Загвар: HYUNDAI Tucson,Үйлдвэрлэсэн он: 2014
Улсын дугаар: 6090 УНА,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1995
Улсын дугаар: 5306 УНН,Загвар: KIA Lotze,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 3168 УНО,Загвар: TOYOTA PREMIO,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 7229 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 1670 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 0544 УНА,Загвар: HONDA Civic,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0737 УНГ,Загвар: HYUNDAI SONATA-YF,Үйлдвэрлэсэн он: 2012
Улсын дугаар: 1113 УНО,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 0545 УНО,Загвар: MITSUBISHI PAJERO,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 7226 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 8680 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 2849 УНА,Загвар: TOYOTA Corona,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 4824 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 8179 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 1002 УНО,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 5168 УНН,Загвар: CHEVROLET Trail Blazer,Үйлдвэрлэсэн он: 2014
Улсын дугаар: 6471 УНГ,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 8862 УНГ,Загвар: HYUNDAI Mighty,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 2119 УНА,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 7159 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 3199 УНА,Загвар: TOYOTA Kluger,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 3108 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 2564 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 5052 УНГ,Загвар: TOYOTA WISH,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 1253 УНО,Загвар: ZIL 130,Үйлдвэрлэсэн он: 1989
Улсын дугаар: 7966 УНА,Загвар: HYUNDAI Avante,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 4715 УНО,Загвар: DAEWOO Damas,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 4925 УНН,Загвар: TOYOTA Land Cruiser 70,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 5571 УНН,Загвар: NISSAN Primera,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 8293 УНГ,Загвар: HYUNDAI SONATA-YF,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 4439 УНН,Загвар: TOYOTA corolla-Rumion,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 8042 УНА,Загвар: HYUNDAI Starex,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 9003 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 3569 УНО,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 8727 УНО,Загвар: DONGFENG EQ5040,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 0735 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 5329 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 5876 УНН,Загвар: MERCEDES BENZ S600,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 9051 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 5029 УНО,Загвар: BMW 520,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 3966 УНГ,Загвар: SUBARU Forester,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 5389 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 6451 УНА,Загвар: TOYOTA Hilux,Үйлдвэрлэсэн он: 1990
Улсын дугаар: 5866 УНГ,Загвар: TOYOTA Alphard,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0244 УНО,Загвар: LEXUS GS450H,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 5309 УНГ,Загвар: TOYOTA Duet,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 4369 УНН,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0565 УНО,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0759 УНН,Загвар: MITSUBISHI LANCER,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 3347 УНО,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1995
Улсын дугаар: 0939 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 1794 УНО,Загвар: MAZDA VERISA,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 2409 УНО,Загвар: FOTON BJ4253,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 1378 УНН,Загвар: SINOTRUK ZZ3257,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 2121 УНО,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 3917 УНГ,Загвар: KIA BONGOFRONTIER,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 1254 УНО,Загвар: ZIL 130,Үйлдвэрлэсэн он: 1982
Улсын дугаар: 9126 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 8155 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 2071 УНО,Загвар: MITSUBISHI COLT,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 8858 УНА,Загвар: HYUNDAI Tucson,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 8442 УНО,Загвар: ASIAMOTORS GRANTO,Үйлдвэрлэсэн он: 1995
Улсын дугаар: 3900 УНН,Загвар: LEXUS LX470,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 2715 УНО,Загвар: NISSAN Advan,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 3182 УНО,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 3097 УНА,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 4064 УНО,Загвар: DAEWOO ULTRANOVUS,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 7333 УНО,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 2690 УНО,Загвар: FOTON BJ4253,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 7992 УНО,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 9389 УНН,Загвар: MITSUBISHI FUSO,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 1051 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 6367 УНН,Загвар: NISSAN VANNETE,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 6303 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0631 УНН,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 6023 УНО,Загвар: VOLKSWAGEN PASSAT,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 8241 УНГ,Загвар: FAW CA1310,Үйлдвэрлэсэн он: 2013
Улсын дугаар: 0602 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 9295 УНО,Загвар: TOYOTA Mark X,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 9575 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 0043 УНО,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 0215 УНО,Загвар: SUBARU Forester,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 4010 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 9464 УНН,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 6207 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 6288 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 7204 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 3352 УНА,Загвар: NISSAN Sunny,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 2056 УНА,Загвар: NORTHBENZ ND4250,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 2382 УНН,Загвар: ISUZU ELF,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 4086 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 7938 УНО,Загвар: NISSAN Sunny,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 0559 УНГ,Загвар: LEXUS LX570,Үйлдвэрлэсэн он: 2017
Улсын дугаар: 6246 УНО,Загвар: HYUNDAI Accent,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 9233 УНО,Загвар: HYUNDAI Accent,Үйлдвэрлэсэн он: 1994
Улсын дугаар: 6971 УНО,Загвар: TOYOTA Ist,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 9264 УНА,Загвар: NISSAN NOTE,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 3092 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 6789 УНА,Загвар: MERCEDES BENZ G500,Үйлдвэрлэсэн он: 2012
Улсын дугаар: 1303 УНО,Загвар: NORTHBENZ ND4182,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 8428 УНГ,Загвар: NISSAN Sunny,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 1842 УНН,Загвар: TOYOTA Carina,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 5475 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 9469 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 0225 УНА,Загвар: SSANGYONG REXTON,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 8031 УНО,Загвар: NISSAN NAVARA,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 8444 УНН,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 0863 УНГ,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 0532 УНГ,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 8549 УНО,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 0677 УНА,Загвар: MERCEDES BENZ C200,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 0419 УНН,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 2002
